26-05-20,16:00:36,9400.0,57.57,8799060000, 0.023317930105858607
26-05-20,16:00:36,9466.0,63.1,8799053400, 0.02555777991453323
26-05-20,16:00:36,9500.0,50.84,8799050000, 0.02059203693906291
26-05-20,16:00:36,9566.0,62.94,8799043400, 0.02549297413345042
26-05-20,16:00:36,9666.0,62.29,8799033400, 0.025229700647801504
26-05-20,16:00:36,9766.0,61.25,8799023400, 0.02480846307076324
26-05-20,16:00:36,9768.5,51.65,8799023150, 0.020920116205794634
26-05-20,16:00:36,9788.5,51.19,8799021150, 0.020733799585181553
26-05-20,16:29:54,8775.0,383.59,8799122500, 0.020609713519770482
26-05-20,16:35:39,8798.0,1155.12,8799120200, 0.058253370372248564
26-05-20,16:37:41,8773.5,415.9,8799122650, 0.020873485313968754
